"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"	"Value"
"CHEMBL6054131"	""	"None"	"443.94"	"0"	"4.72"	"BDBM373668"	"CCN(CC)c1nc(-n2cc(C(=O)O)cn2)nc2cc(Cl)c(OC3CCCCC3)cc12"	"IC50"	"'='"	"31.6"	"nM"	"7.50"	""	"742443"	"UO_0000065"	"16.89"	"0.33"	"2.78"	"8.03"	"0"	"CHEMBL5733350"	"PHD enzymatic assay: The PHD enzymatic assay was performed in 0.5 ml of reaction mixture containing the following: purified PHD2181-417 polypeptide (3 μg), synthetic HIF-1α peptide comprising residues [KNPFSTGDTDLDLEMLAPYIPMDDDFQLRSFDQLS] (10 μM, California Peptide Research Inc., Napa, Calif.), and [5-14C]-2-oxoglutaric acid (50 mCi/mmol, Moravek Chemicals, Brea, Calif.) in reaction buffer (40 mM Tris-HCl, pH 7.5, 0.4 mg/ml catalase, 0.5 mM DTT, 1 mM ascorbate) for 10 minutes. Compounds were pre-incubated for 30 min before starting the reaction (all test compounds were dissolved at 10 mM in 100% DMSO (w/v) and were tested with final compound concentrations at 100 μM in 1% DMSO (w/v)). The reaction was stopped by addition of 50 μl of 70 mM H3PO4 and 50 μl of 500 mM NaH2PO4, pH 3.2. Detection of [14C]-succinic acid was achieved by separating from [5-14C]-2-oxoglutaric acid by incubating the reaction mixture with 100 μl of 0.16 M DNP prepared in 30% perchloric acid. Next, 50 μl of unlabeled 20 mM 2-oxoglutaric acid/20 mM succinic acid, serving as carrier for the radioactivity, was added to the mixture, and was allowed to proceed for 30 minutes at room temperature. The reaction was then incubated with 50 μl of 1 M 2-oxoglutaric acid for 30 additional minutes at room temperature to precipitate the excess DNP. The reaction was then centrifuged at 2800×g for 10 minutes at room temperature to separate [14C]-succinic acid in the supernatant from the precipitated [14C]-dinitrophenylhydrazone. Fractions of the supernatant (400 μI) were counted using a beta counter (Beckman Coulter, Fullerton, Calif.). Inhibition of PHD2181-417 activity was measured as a decrease in succinic acid production. The IC50 values were estimated by fitting the data to a three-parameter logistic function using GraphPad Prism, version 4.02 (Graph Pad Software, San Diego, Calif.)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5726796"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"31.6"
"CHEMBL5917026"	""	"None"	"373.42"	"0"	"3.17"	"BDBM373687"	"CN(C)c1nc(-n2cc(C(=O)O)cn2)nc2ccc(Cc3ccccc3)cc12"	"IC50"	"'='"	"79.4"	"nM"	"7.10"	""	"742460"	"UO_0000065"	"19.01"	"0.35"	"3.93"	"8.44"	"0"	"CHEMBL5733350"	"PHD enzymatic assay: The PHD enzymatic assay was performed in 0.5 ml of reaction mixture containing the following: purified PHD2181-417 polypeptide (3 μg), synthetic HIF-1α peptide comprising residues [KNPFSTGDTDLDLEMLAPYIPMDDDFQLRSFDQLS] (10 μM, California Peptide Research Inc., Napa, Calif.), and [5-14C]-2-oxoglutaric acid (50 mCi/mmol, Moravek Chemicals, Brea, Calif.) in reaction buffer (40 mM Tris-HCl, pH 7.5, 0.4 mg/ml catalase, 0.5 mM DTT, 1 mM ascorbate) for 10 minutes. Compounds were pre-incubated for 30 min before starting the reaction (all test compounds were dissolved at 10 mM in 100% DMSO (w/v) and were tested with final compound concentrations at 100 μM in 1% DMSO (w/v)). The reaction was stopped by addition of 50 μl of 70 mM H3PO4 and 50 μl of 500 mM NaH2PO4, pH 3.2. Detection of [14C]-succinic acid was achieved by separating from [5-14C]-2-oxoglutaric acid by incubating the reaction mixture with 100 μl of 0.16 M DNP prepared in 30% perchloric acid. Next, 50 μl of unlabeled 20 mM 2-oxoglutaric acid/20 mM succinic acid, serving as carrier for the radioactivity, was added to the mixture, and was allowed to proceed for 30 minutes at room temperature. The reaction was then incubated with 50 μl of 1 M 2-oxoglutaric acid for 30 additional minutes at room temperature to precipitate the excess DNP. The reaction was then centrifuged at 2800×g for 10 minutes at room temperature to separate [14C]-succinic acid in the supernatant from the precipitated [14C]-dinitrophenylhydrazone. Fractions of the supernatant (400 μI) were counted using a beta counter (Beckman Coulter, Fullerton, Calif.). Inhibition of PHD2181-417 activity was measured as a decrease in succinic acid production. The IC50 values were estimated by fitting the data to a three-parameter logistic function using GraphPad Prism, version 4.02 (Graph Pad Software, San Diego, Calif.)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5726796"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"79.4"
"CHEMBL5793542"	""	"None"	"429.48"	"0"	"4.69"	"BDBM373642"	"O=C(O)c1cnn(-c2nc(N3CCCCCC3)c3ccc(Oc4ccccc4)cc3n2)c1"	"IC50"	"'='"	"63.1"	"nM"	"7.20"	""	"742422"	"UO_0000065"	"16.76"	"0.31"	"2.51"	"7.71"	"0"	"CHEMBL5733350"	"PHD enzymatic assay: The PHD enzymatic assay was performed in 0.5 ml of reaction mixture containing the following: purified PHD2181-417 polypeptide (3 μg), synthetic HIF-1α peptide comprising residues [KNPFSTGDTDLDLEMLAPYIPMDDDFQLRSFDQLS] (10 μM, California Peptide Research Inc., Napa, Calif.), and [5-14C]-2-oxoglutaric acid (50 mCi/mmol, Moravek Chemicals, Brea, Calif.) in reaction buffer (40 mM Tris-HCl, pH 7.5, 0.4 mg/ml catalase, 0.5 mM DTT, 1 mM ascorbate) for 10 minutes. Compounds were pre-incubated for 30 min before starting the reaction (all test compounds were dissolved at 10 mM in 100% DMSO (w/v) and were tested with final compound concentrations at 100 μM in 1% DMSO (w/v)). The reaction was stopped by addition of 50 μl of 70 mM H3PO4 and 50 μl of 500 mM NaH2PO4, pH 3.2. Detection of [14C]-succinic acid was achieved by separating from [5-14C]-2-oxoglutaric acid by incubating the reaction mixture with 100 μl of 0.16 M DNP prepared in 30% perchloric acid. Next, 50 μl of unlabeled 20 mM 2-oxoglutaric acid/20 mM succinic acid, serving as carrier for the radioactivity, was added to the mixture, and was allowed to proceed for 30 minutes at room temperature. The reaction was then incubated with 50 μl of 1 M 2-oxoglutaric acid for 30 additional minutes at room temperature to precipitate the excess DNP. The reaction was then centrifuged at 2800×g for 10 minutes at room temperature to separate [14C]-succinic acid in the supernatant from the precipitated [14C]-dinitrophenylhydrazone. Fractions of the supernatant (400 μI) were counted using a beta counter (Beckman Coulter, Fullerton, Calif.). Inhibition of PHD2181-417 activity was measured as a decrease in succinic acid production. The IC50 values were estimated by fitting the data to a three-parameter logistic function using GraphPad Prism, version 4.02 (Graph Pad Software, San Diego, Calif.)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5726796"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"63.1"
"CHEMBL6047833"	""	"None"	"457.92"	"0"	"3.72"	"BDBM373666"	"O=C(O)c1cnn(-c2nc(N3CCOCC3)c3cc(OC4CCCCC4)c(Cl)cc3n2)c1"	"IC50"	"'='"	"200.0"	"nM"	"6.70"	""	"742441"	"UO_0000065"	"14.63"	"0.29"	"2.98"	"6.53"	"0"	"CHEMBL5733350"	"PHD enzymatic assay: The PHD enzymatic assay was performed in 0.5 ml of reaction mixture containing the following: purified PHD2181-417 polypeptide (3 μg), synthetic HIF-1α peptide comprising residues [KNPFSTGDTDLDLEMLAPYIPMDDDFQLRSFDQLS] (10 μM, California Peptide Research Inc., Napa, Calif.), and [5-14C]-2-oxoglutaric acid (50 mCi/mmol, Moravek Chemicals, Brea, Calif.) in reaction buffer (40 mM Tris-HCl, pH 7.5, 0.4 mg/ml catalase, 0.5 mM DTT, 1 mM ascorbate) for 10 minutes. Compounds were pre-incubated for 30 min before starting the reaction (all test compounds were dissolved at 10 mM in 100% DMSO (w/v) and were tested with final compound concentrations at 100 μM in 1% DMSO (w/v)). The reaction was stopped by addition of 50 μl of 70 mM H3PO4 and 50 μl of 500 mM NaH2PO4, pH 3.2. Detection of [14C]-succinic acid was achieved by separating from [5-14C]-2-oxoglutaric acid by incubating the reaction mixture with 100 μl of 0.16 M DNP prepared in 30% perchloric acid. Next, 50 μl of unlabeled 20 mM 2-oxoglutaric acid/20 mM succinic acid, serving as carrier for the radioactivity, was added to the mixture, and was allowed to proceed for 30 minutes at room temperature. The reaction was then incubated with 50 μl of 1 M 2-oxoglutaric acid for 30 additional minutes at room temperature to precipitate the excess DNP. The reaction was then centrifuged at 2800×g for 10 minutes at room temperature to separate [14C]-succinic acid in the supernatant from the precipitated [14C]-dinitrophenylhydrazone. Fractions of the supernatant (400 μI) were counted using a beta counter (Beckman Coulter, Fullerton, Calif.). Inhibition of PHD2181-417 activity was measured as a decrease in succinic acid production. The IC50 values were estimated by fitting the data to a three-parameter logistic function using GraphPad Prism, version 4.02 (Graph Pad Software, San Diego, Calif.)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5726796"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"200.0"
"CHEMBL5905203"	""	"None"	"353.43"	"0"	"3.48"	"BDBM373694"	"CCN(CC)c1nc(-n2cc(C(=O)O)cn2)nc2ccc(C(C)C)cc12"	"IC50"	"'='"	"100.0"	"nM"	"7.00"	""	"742467"	"UO_0000065"	"19.81"	"0.37"	"3.52"	"8.32"	"0"	"CHEMBL5733350"	"PHD enzymatic assay: The PHD enzymatic assay was performed in 0.5 ml of reaction mixture containing the following: purified PHD2181-417 polypeptide (3 μg), synthetic HIF-1α peptide comprising residues [KNPFSTGDTDLDLEMLAPYIPMDDDFQLRSFDQLS] (10 μM, California Peptide Research Inc., Napa, Calif.), and [5-14C]-2-oxoglutaric acid (50 mCi/mmol, Moravek Chemicals, Brea, Calif.) in reaction buffer (40 mM Tris-HCl, pH 7.5, 0.4 mg/ml catalase, 0.5 mM DTT, 1 mM ascorbate) for 10 minutes. Compounds were pre-incubated for 30 min before starting the reaction (all test compounds were dissolved at 10 mM in 100% DMSO (w/v) and were tested with final compound concentrations at 100 μM in 1% DMSO (w/v)). The reaction was stopped by addition of 50 μl of 70 mM H3PO4 and 50 μl of 500 mM NaH2PO4, pH 3.2. Detection of [14C]-succinic acid was achieved by separating from [5-14C]-2-oxoglutaric acid by incubating the reaction mixture with 100 μl of 0.16 M DNP prepared in 30% perchloric acid. Next, 50 μl of unlabeled 20 mM 2-oxoglutaric acid/20 mM succinic acid, serving as carrier for the radioactivity, was added to the mixture, and was allowed to proceed for 30 minutes at room temperature. The reaction was then incubated with 50 μl of 1 M 2-oxoglutaric acid for 30 additional minutes at room temperature to precipitate the excess DNP. The reaction was then centrifuged at 2800×g for 10 minutes at room temperature to separate [14C]-succinic acid in the supernatant from the precipitated [14C]-dinitrophenylhydrazone. Fractions of the supernatant (400 μI) were counted using a beta counter (Beckman Coulter, Fullerton, Calif.). Inhibition of PHD2181-417 activity was measured as a decrease in succinic acid production. The IC50 values were estimated by fitting the data to a three-parameter logistic function using GraphPad Prism, version 4.02 (Graph Pad Software, San Diego, Calif.)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5726796"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"100.0"
"CHEMBL5813739"	""	"None"	"351.41"	"0"	"3.24"	"BDBM373695"	"CC(C)c1ccc2nc(-n3cc(C(=O)O)cn3)nc(N3CCCC3)c2c1"	"IC50"	"'='"	"158.0"	"nM"	"6.80"	""	"742468"	"UO_0000065"	"19.35"	"0.36"	"3.56"	"8.08"	"0"	"CHEMBL5733350"	"PHD enzymatic assay: The PHD enzymatic assay was performed in 0.5 ml of reaction mixture containing the following: purified PHD2181-417 polypeptide (3 μg), synthetic HIF-1α peptide comprising residues [KNPFSTGDTDLDLEMLAPYIPMDDDFQLRSFDQLS] (10 μM, California Peptide Research Inc., Napa, Calif.), and [5-14C]-2-oxoglutaric acid (50 mCi/mmol, Moravek Chemicals, Brea, Calif.) in reaction buffer (40 mM Tris-HCl, pH 7.5, 0.4 mg/ml catalase, 0.5 mM DTT, 1 mM ascorbate) for 10 minutes. Compounds were pre-incubated for 30 min before starting the reaction (all test compounds were dissolved at 10 mM in 100% DMSO (w/v) and were tested with final compound concentrations at 100 μM in 1% DMSO (w/v)). The reaction was stopped by addition of 50 μl of 70 mM H3PO4 and 50 μl of 500 mM NaH2PO4, pH 3.2. Detection of [14C]-succinic acid was achieved by separating from [5-14C]-2-oxoglutaric acid by incubating the reaction mixture with 100 μl of 0.16 M DNP prepared in 30% perchloric acid. Next, 50 μl of unlabeled 20 mM 2-oxoglutaric acid/20 mM succinic acid, serving as carrier for the radioactivity, was added to the mixture, and was allowed to proceed for 30 minutes at room temperature. The reaction was then incubated with 50 μl of 1 M 2-oxoglutaric acid for 30 additional minutes at room temperature to precipitate the excess DNP. The reaction was then centrifuged at 2800×g for 10 minutes at room temperature to separate [14C]-succinic acid in the supernatant from the precipitated [14C]-dinitrophenylhydrazone. Fractions of the supernatant (400 μI) were counted using a beta counter (Beckman Coulter, Fullerton, Calif.). Inhibition of PHD2181-417 activity was measured as a decrease in succinic acid production. The IC50 values were estimated by fitting the data to a three-parameter logistic function using GraphPad Prism, version 4.02 (Graph Pad Software, San Diego, Calif.)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5726796"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"158.0"
"CHEMBL5952179"	""	"None"	"256.27"	"0"	"2.06"	"BDBM475393"	"Cc1cc2nc(-n3cc(C(=O)O)cn3)[nH]c2cc1C"	"IC50"	"'='"	"794.0"	"nM"	"6.10"	""	"985668"	"UO_0000065"	"23.80"	"0.44"	"4.04"	"7.28"	"0"	"CHEMBL5736183"	"Enzyme Activity Assay: The PHD2181-417 polypeptide (3 μg) was pre-incubated for 30 minutes with test compound prior to assessing the enzymatic activity of the polypeptide. The PHD enzymatic assay was then performed by transferring the purified PHD2181-417 polypeptide (3 μg) mixture with compound to 0.5 ml of reaction mixture containing the following: synthetic HIF-1α peptide comprising residues [KNPFSTGDTDLDLEMLAPYIPMDDDFQLRSFDQLS] (10 μM, California Peptide Research Inc., Napa, Calif.), and [5-14C]-2-oxoglutaric acid (50 mCi/mmol, Moravek Chemicals, Brea, Calif.) in reaction buffer (40 mM Tris-HCl, pH 7.5, 0.4 mg/ml catalase, 0.5 mM DTT, 1 mM ascorbate) for 10 minutes in the presence of compound. The reaction was stopped by addition of 50 μl of 70 mM H3PO4 and 50 μl of 500 mM NaH2PO4, pH 3.2. Detection of [14C]-succinic acid was achieved by separating from [5-14C]-2-oxoglutaric acid by incubating the reaction mixture with 100 μl of 0.16 M DNP prepared in 30% perchloric acid. Next, 50 μl of unlabeled 20 mM 2-oxoglutaric acid/20 mM succinic acid, serving as carrier for the radioactivity, was added to the mixture, and was allowed to proceed for 30 minutes at room temperature. The reaction was then incubated with 50 μl of 1 M 2-oxoglutaric acid for 30 additional minutes at room temperature to precipitate the excess DNP. The reaction was then centrifuged at 2800×g for 10 minutes at room temperature to separate [14C]-succinic acid in the supernatant from the precipitated [14C]-dinitrophenylhydrazone. Fractions of the supernatant (400 μl) were counted using a beta counter (Beckman Coulter, Fullerton, Calif.). Inhibition of PHD2181-417 activity was measured as a decrease in [14C]-succinic acid production. The IC50 values were estimated by fitting the data to a three-parameter logistic function using GraphPad Prism, version 4.02 (Graph Pad Software, San Diego, Calif.). IC50 values up to 10 μM were quantified otherwise were noted as >10 μM. All compounds were diluted at 10 mM in 100% DMSO (w/v) and tested from 10 μM to 3 nM at half-log serial dilutions, with a final concentration of 2% DMSO (w/v) in the assay."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5728148"	"37"	"BindingDB Patent Bioactivity Data"	""	"2020"	"None"	""	""	""	"794.0"
"CHEMBL5798789"	""	"None"	"292.68"	"0"	"2.11"	"BDBM475434"	"COc1cc2[nH]c(-n3cc(C(=O)O)cn3)nc2cc1Cl"	"IC50"	"'='"	"316.0"	"nM"	"6.50"	""	"985709"	"UO_0000065"	"22.21"	"0.44"	"4.39"	"6.99"	"0"	"CHEMBL5736183"	"Enzyme Activity Assay: The PHD2181-417 polypeptide (3 μg) was pre-incubated for 30 minutes with test compound prior to assessing the enzymatic activity of the polypeptide. The PHD enzymatic assay was then performed by transferring the purified PHD2181-417 polypeptide (3 μg) mixture with compound to 0.5 ml of reaction mixture containing the following: synthetic HIF-1α peptide comprising residues [KNPFSTGDTDLDLEMLAPYIPMDDDFQLRSFDQLS] (10 μM, California Peptide Research Inc., Napa, Calif.), and [5-14C]-2-oxoglutaric acid (50 mCi/mmol, Moravek Chemicals, Brea, Calif.) in reaction buffer (40 mM Tris-HCl, pH 7.5, 0.4 mg/ml catalase, 0.5 mM DTT, 1 mM ascorbate) for 10 minutes in the presence of compound. The reaction was stopped by addition of 50 μl of 70 mM H3PO4 and 50 μl of 500 mM NaH2PO4, pH 3.2. Detection of [14C]-succinic acid was achieved by separating from [5-14C]-2-oxoglutaric acid by incubating the reaction mixture with 100 μl of 0.16 M DNP prepared in 30% perchloric acid. Next, 50 μl of unlabeled 20 mM 2-oxoglutaric acid/20 mM succinic acid, serving as carrier for the radioactivity, was added to the mixture, and was allowed to proceed for 30 minutes at room temperature. The reaction was then incubated with 50 μl of 1 M 2-oxoglutaric acid for 30 additional minutes at room temperature to precipitate the excess DNP. The reaction was then centrifuged at 2800×g for 10 minutes at room temperature to separate [14C]-succinic acid in the supernatant from the precipitated [14C]-dinitrophenylhydrazone. Fractions of the supernatant (400 μl) were counted using a beta counter (Beckman Coulter, Fullerton, Calif.). Inhibition of PHD2181-417 activity was measured as a decrease in [14C]-succinic acid production. The IC50 values were estimated by fitting the data to a three-parameter logistic function using GraphPad Prism, version 4.02 (Graph Pad Software, San Diego, Calif.). IC50 values up to 10 μM were quantified otherwise were noted as >10 μM. All compounds were diluted at 10 mM in 100% DMSO (w/v) and tested from 10 μM to 3 nM at half-log serial dilutions, with a final concentration of 2% DMSO (w/v) in the assay."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5728148"	"37"	"BindingDB Patent Bioactivity Data"	""	"2020"	"None"	""	""	""	"316.0"
"CHEMBL5819700"	""	"None"	"405.27"	"0"	"4.90"	"BDBM475449"	"O=C(O)c1cnn(-c2nc3cc(Sc4ccc(Cl)cc4)c(Cl)cc3[nH]2)c1"	"IC50"	"'='"	"85.1"	"nM"	"7.07"	""	"985724"	"UO_0000065"	"17.45"	"0.37"	"2.17"	"8.44"	"0"	"CHEMBL5736183"	"Enzyme Activity Assay: The PHD2181-417 polypeptide (3 μg) was pre-incubated for 30 minutes with test compound prior to assessing the enzymatic activity of the polypeptide. The PHD enzymatic assay was then performed by transferring the purified PHD2181-417 polypeptide (3 μg) mixture with compound to 0.5 ml of reaction mixture containing the following: synthetic HIF-1α peptide comprising residues [KNPFSTGDTDLDLEMLAPYIPMDDDFQLRSFDQLS] (10 μM, California Peptide Research Inc., Napa, Calif.), and [5-14C]-2-oxoglutaric acid (50 mCi/mmol, Moravek Chemicals, Brea, Calif.) in reaction buffer (40 mM Tris-HCl, pH 7.5, 0.4 mg/ml catalase, 0.5 mM DTT, 1 mM ascorbate) for 10 minutes in the presence of compound. The reaction was stopped by addition of 50 μl of 70 mM H3PO4 and 50 μl of 500 mM NaH2PO4, pH 3.2. Detection of [14C]-succinic acid was achieved by separating from [5-14C]-2-oxoglutaric acid by incubating the reaction mixture with 100 μl of 0.16 M DNP prepared in 30% perchloric acid. Next, 50 μl of unlabeled 20 mM 2-oxoglutaric acid/20 mM succinic acid, serving as carrier for the radioactivity, was added to the mixture, and was allowed to proceed for 30 minutes at room temperature. The reaction was then incubated with 50 μl of 1 M 2-oxoglutaric acid for 30 additional minutes at room temperature to precipitate the excess DNP. The reaction was then centrifuged at 2800×g for 10 minutes at room temperature to separate [14C]-succinic acid in the supernatant from the precipitated [14C]-dinitrophenylhydrazone. Fractions of the supernatant (400 μl) were counted using a beta counter (Beckman Coulter, Fullerton, Calif.). Inhibition of PHD2181-417 activity was measured as a decrease in [14C]-succinic acid production. The IC50 values were estimated by fitting the data to a three-parameter logistic function using GraphPad Prism, version 4.02 (Graph Pad Software, San Diego, Calif.). IC50 values up to 10 μM were quantified otherwise were noted as >10 μM. All compounds were diluted at 10 mM in 100% DMSO (w/v) and tested from 10 μM to 3 nM at half-log serial dilutions, with a final concentration of 2% DMSO (w/v) in the assay."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5728148"	"37"	"BindingDB Patent Bioactivity Data"	""	"2020"	"None"	""	""	""	"85.1"
"CHEMBL4579945"	""	"None"	"493.57"	"0"	"3.89"	"13"	"Cn1ccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccccc3)cc1)C(=O)N2c1ncccn1"	"IC50"	"'>'"	"25000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4480648"	"Inhibition of N-terminal His6-tagged truncated PHD2 (181 to 426 residues) (unknown origin) expressed in Escherichia coli BL21 DE3 using H1F1-alpha CODD as substrate preincubated for 15 mins followed by substrate addition and measured after 15 mins by mass spectrometry"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4480376"	"1"	"Scientific Literature"	"Medchemcomm"	"2019"	"None"	""	""	""	"25.0"
"CHEMBL4536280"	""	"None"	"505.58"	"1"	"4.86"	"14"	"O=C1N(c2ccc(-c3ccccc3)cc2)C(=O)C2(CCN(Cc3ccccc3O)CC2)N1c1ncccn1"	"IC50"	"'='"	"143.0"	"nM"	"6.84"	""	""	"UO_0000065"	"13.54"	"0.25"	"1.98"	"7.62"	"0"	"CHEMBL4480648"	"Inhibition of N-terminal His6-tagged truncated PHD2 (181 to 426 residues) (unknown origin) expressed in Escherichia coli BL21 DE3 using H1F1-alpha CODD as substrate preincubated for 15 mins followed by substrate addition and measured after 15 mins by mass spectrometry"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4480376"	"1"	"Scientific Literature"	"Medchemcomm"	"2019"	"None"	""	""	""	"0.143"
"CHEMBL90852"	"N-OXALYLGLYCINE "	"None"	"147.09"	"0"	"-1.73"	"NOG"	"O=C(O)CNC(=O)C(=O)O"	"IC50"	"'='"	"20000.0"	"nM"	"4.70"	""	""	"UO_0000065"	"31.95"	"0.64"	"6.43"	"4.53"	"0"	"CHEMBL2318591"	"Inhibition of human PHD2 catalytic domain (181 to 426) Mn2 expressed in Escherichia coli by NMR spectroscopic analysis"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2311536"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"None"	""	""	""	"20.0"
"CHEMBL5741068"	""	"None"	"383.36"	"0"	"1.57"	"BDBM107975"	"O=C(O)OCCNC(=O)c1ncc2c(=O)n(Cc3ccccc3)ccc2c1O"	"IC50"	"'='"	"1000.0"	"nM"	"6.00"	""	"460785"	"UO_0000065"	"15.65"	"0.29"	"4.43"	"4.59"	"0"	"CHEMBL5730527"	"HIF-PH Assay: Ketoglutaric acid α-[1-14C]-sodium salt, alpha-ketoglutaric acid sodium salt, and HPLC purified peptide may be obtained from commercial sources, e.g., Perkin-Elmer (Wellesley Mass.), Sigma-Aldrich, and SynPep Corp. (Dublin Calif.), respectively. Peptides for use in the assay may be fragments of HIFα as described above or as disclosed in International Publication WO 2005/118836, incorporated by reference herein. For example, a HIF peptide for use in the HIF-PH assay is [methoxycoumarin]-DLDLEALAPYIPADDDFQL-amide. HIF-PH, e.g., HIF-PH2 (EGLN1), can be expressed in, e.g., insect Hi5 cells, and partially purified, e.g., through a SP ion exchange chromatography column. Enzyme activity is determined by capturing 14CO2 using an assay described by Kivirikko and Myllyla (1982, Methods Enzymol. 82:245-304). Assay reactions contain 50 mM HEPES (pH 7.4), 100 uM α-ketoglutaric acid sodium salt, 0.30 uCi/mL ketoglutaric acid α-[1-14C]-sodium salt, 40 uM FeSO4, 1 mM ascorbate, 1541.8 units/mL Catalase, with or without 50 uM peptide substrate and various concentrations of compound of the disclosure. Reactions are initiated by addition of HIF-PH enzyme."	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5725311"	"37"	"BindingDB Patent Bioactivity Data"	""	"2017"	"None"	""	""	""	"1000.0"
